integer-1,varchar-32,varchar-32,integer-1
41326,Cadillac,Escalade EXT,6529
41328,Ford,Mustang,5555
41330,Pontiac,Firebird,5148
41336,Dodge,Dakota Club,7205
41347,Jeep,Cherokee,3740
41352,Toyota,Paseo,824
41353,Jeep,Grand Cherokee,149
41354,Lexus,ES,4063
41375,Nissan,Frontier,6059
41380,Mercedes-Benz,SL-Class,2625
41380,Infiniti,QX,3770
41381,Mazda,Protege5,732
41382,Volvo,C70,6433
41384,Suzuki,Samurai,3530
41413,Land Rover,Range Rover Sport,5021
41418,Chevrolet,Caprice,2103
41435,Chevrolet,3500,7061
41437,Chrysler,Town & Country,5597
41445,Mitsubishi,Precis,3943
41454,Jeep,Wrangler,3207
41454,Buick,Riviera,6180
41465,Porsche,911,1801
41465,Pontiac,Firebird,5784
41471,Lincoln,MKS,6139
41488,Chrysler,New Yorker,1657
41494,Jaguar,XJ,3832
41498,Honda,Prelude,2789
41508,Ford,Probe,4421
41510,Hummer,H1,2818
41519,Mercury,Tracer,3545
41529,Mitsubishi,i-MiEV,6963
41529,Ford,F-Series,7839
41533,Mercedes-Benz,S-Class,3139
41539,Fairthorpe,Rockette,1263
41540,Ford,Escape,4638
41570,Lincoln,Continental,7244
41577,Saturn,S-Series,4905
41577,Nissan,Xterra,6693
41582,Mercedes-Benz,CLK-Class,3372
41587,Jeep,Cherokee,1154
41589,Buick,Estate,6781
41596,Mercury,Tracer,2524
41619,Chevrolet,G-Series G10,2937
41633,Chevrolet,Colorado,1421
41646,Honda,Accord,5627
41653,Pontiac,Bonneville,6566
41655,Toyota,Corolla,275
41662,GMC,Jimmy,394
41675,Saturn,L-Series,5888
41692,Land Rover,Range Rover,219
41709,Chevrolet,Suburban 1500,796
41709,Mercedes-Benz,300SL,3795
41714,Toyota,Sienna,6539
41733,Audi,RS 6,4466
41746,Mercedes-Benz,190E,7420
41753,Maserati,GranTurismo,7647
41758,Kia,Sorento,982
41763,Ford,E250,3353
41774,Mazda,Mazda2,3399
41777,Isuzu,Trooper,2228
41777,Chevrolet,Camaro,3339
41796,Lexus,GS,2922
41796,Ford,Ranger,5249
41814,Mercury,Grand Marquis,140
41814,Chevrolet,Equinox,2713
41817,Lincoln,Navigator L,5580
41825,Subaru,XT,919
41838,Acura,RL,7599
41846,Ford,Econoline E250,5607
41856,Ford,Five Hundred,1471
41886,Nissan,240SX,4676
41891,Mercedes-Benz,SLS-Class,5687
41894,Saturn,L-Series,4129
41899,Isuzu,Rodeo,2391
41904,Subaru,Legacy,6140
41908,GMC,Savana,6856
41911,Scion,tC,650
41935,BMW,3 Series,6091
41977,Audi,A6,7616
41982,Audi,4000CS Quattro,6711
42004,Ford,Mustang,572
42005,Saturn,VUE,5545
42010,Dodge,Ram 2500,5074
42011,Chevrolet,3500,4850
42017,Lexus,SC,6986
42052,Volkswagen,Passat,5186
42077,Mazda,Mazda3,5529
42077,Lincoln,Continental Mark VII,6968
42079,Buick,LeSabre,7498
42097,Chevrolet,S10,3856
42128,Mercedes-Benz,300SE,2714
42133,Porsche,968,341
42144,Mercedes-Benz,E-Class,991
42190,Kia,Spectra,4689
42192,Mercury,Cougar,6293
42212,Mazda,MX-5,6649
42215,Ford,Edge,235
42220,Buick,Regal,4796
42221,BMW,6 Series,3570
42233,Ford,Tempo,7219
42246,Jaguar,X-Type,7176
42250,Pontiac,Grand Prix,6530
42254,Hyundai,Genesis,1285
42257,Isuzu,i-290,3708
42259,Ford,Ranger,2933
42259,Pontiac,Firebird,6651
42301,Audi,S5,2134
42307,Suzuki,SJ,3378
42325,Oldsmobile,Cutlass,1978
42336,Infiniti,EX,3802
42339,Tesla,Roadster,6815
42365,Cadillac,DeVille,4001
42372,Mazda,B-Series Plus,6248
42377,Ford,Expedition EL,6481
42390,Toyota,Ipsum,3810
42394,Toyota,FJ Cruiser,3107
42421,Ford,Econoline E250,6487
42447,Nissan,Altima,5775
42460,Audi,Coupe Quattro,7889
42485,Volkswagen,Scirocco,4586
42488,Mitsubishi,Montero Sport,4103
42505,Volvo,V70,6942
42506,Aston Martin,DB9,1097
42510,Toyota,Camry,2426
42511,Saab,900,2050
42549,Hyundai,Santa Fe,5880
42579,Mercedes-Benz,SL-Class,3416
42582,Dodge,Ram 1500,3877
42589,Pontiac,Firebird,4635
42600,Jeep,Grand Cherokee,636
42612,Honda,Civic,5802
42640,Lincoln,Town Car,7509
42673,BMW,3 Series,5226
42676,Volkswagen,Golf,2266
42678,Buick,Riviera,3940
42683,Mitsubishi,Endeavor,6931
42716,Toyota,Corolla,6168
42751,Land Rover,LR3,7882
42756,Volvo,S80,5689
42767,BMW,X5,313
42770,Land Rover,Range Rover,6601
42784,Geo,Tracker,6511
42806,Ford,Explorer Sport,3012
42813,Kia,Sportage,6271
42814,Ford,Explorer,3412
42827,Maserati,Spyder,270
42837,Toyota,Venza,5715
42841,Chevrolet,Corvette,7252
42849,Volkswagen,GTI,624
42857,Dodge,D250,4385
42863,Daewoo,Lanos,5664
42864,Chrysler,Concorde,6187
42900,Oldsmobile,88,7442
42904,Hyundai,Elantra,5371
42934,Buick,Century,4627
42954,Spyker,C8 Spyder Wide Body,1946
42959,Ford,Thunderbird,6239
42963,Kia,Sephia,3819
42980,GMC,Sierra 1500,575
43005,Pontiac,Daewoo Kalos,4350
43008,Ford,F-Series,3888
43038,Dodge,Charger,2144
43059,Lincoln,Navigator L,1847
43072,GMC,Sonoma,3548
43079,GMC,2500,4200
43104,Suzuki,Grand Vitara,1583
43109,Acura,Integra,1340
43113,Mercury,Sable,3739
43125,Acura,NSX,5160
43144,Subaru,Loyale,4159
43146,Audi,A8,3413
43151,Mercury,Sable,2576
43173,Toyota,Sequoia,1597
43182,Dodge,D250,2080
43193,Lamborghini,Gallardo,6326
43204,Audi,S4,34
43215,Aston Martin,V8 Vantage,1574
43215,Subaru,Impreza,2898
43218,Dodge,Ram Van 1500,7978
43220,Aston Martin,DBS,3364
43276,Porsche,Carrera GT,5556
43277,Toyota,Tacoma Xtra,3633
43293,Hyundai,Sonata,6382
43302,Ford,E350,3752
43339,Maybach,62,4748
43344,Ford,Taurus,7402
43352,Dodge,Journey,3408
43371,Honda,Odyssey,7383
43373,Chrysler,LHS,437
43393,Isuzu,Space,390
43410,Buick,Century,3791
43426,Porsche,911,6579
43437,Saab,9000,5376
43437,Lamborghini,Diablo,7023
43441,Ford,LTD Crown Victoria,2340
43444,Lexus,CT,5290
43454,Nissan,Titan,7196
43464,Audi,A3,5804
43471,Buick,Century,4824
43479,Mazda,Tribute,6754
43485,Acura,Legend,6475
43486,Isuzu,Axiom,1889
43503,Jeep,Liberty,5193
43506,Pontiac,Vibe,2360
43507,Nissan,Altima,6880
43519,Honda,Prelude,2529
43522,Chrysler,Prowler,4064
43529,Plymouth,Neon,6206
43547,Nissan,Sentra,371
43560,Ford,Crown Victoria,2112
43569,Honda,S2000,1059
43578,Mazda,B2000,7924
43603,Hyundai,Veracruz,5683
43613,Pontiac,Grand Am,6094
43619,Porsche,Boxster,7642
43625,Ford,LTD Crown Victoria,4381
43638,Subaru,Brat,2619
43639,Suzuki,Swift,6853
43669,GMC,Yukon,1036
43684,Dodge,Dakota Club,3235
43687,Hyundai,Elantra,5437
43689,Audi,Q7,5303
43690,Nissan,Frontier,3668
43695,Ford,Probe,7656
43704,Ford,Freestar,2862
43710,Toyota,Echo,7277
43713,Maserati,430,2165
43723,BMW,3 Series,4255
43725,BMW,M5,6788
43732,Mitsubishi,Galant,4568
43742,Mercedes-Benz,CL-Class,7801
43745,Volkswagen,Routan,5070
43758,Jaguar,XJ,5232
43762,Plymouth,Colt,4101
43776,Ram,3500,7806
43802,Hyundai,Elantra,7068
43853,Ford,Taurus,6245
43864,Land Rover,LR2,3745
43879,Plymouth,Voyager,236
43882,Volkswagen,GTI,3951
43887,Toyota,Matrix,7416
43888,Ford,F150,4740
43902,Jeep,Wrangler,1205
43905,GMC,Sonoma,5298
43906,Buick,Riviera,2596
43910,Lamborghini,Gallardo,3582
43934,Suzuki,Samurai,2747
43938,Ford,Contour,3175
43946,Porsche,Boxster,4318
43947,Nissan,Altima,3017
43972,Chevrolet,Corvette,1581
44013,Hyundai,Tiburon,4807
44037,Kia,Spectra,4197
44044,Buick,Century,6582
44047,Mazda,B-Series Plus,148
44076,Chevrolet,Beretta,5582
44082,Honda,Accord Crosstour,670
44090,Acura,Integra,1076
44096,Toyota,Prius,581
44099,Toyota,Matrix,765
44118,Saab,9000,206
44134,GMC,Savana Cargo Van,356
44150,Chevrolet,Astro,1983
44160,Infiniti,QX,4410
44173,Daihatsu,Rocky,3165
44173,Acura,RDX,5942
44175,Audi,R8,5422
44176,Audi,A6,2446
44176,Pontiac,Daewoo Kalos,4455
44188,Mitsubishi,Galant,7473
44194,Hyundai,Accent,7575
44224,Chevrolet,Volt,2365
44238,Pontiac,Firefly,4790
44257,Dodge,Stratus,661
44262,GMC,1500 Club Coupe,2941
44269,Pontiac,Sunfire,2905
44283,Lincoln,MKZ,3229
44292,Ford,Econoline E150,3762
44296,Plymouth,Colt Vista,2320
44305,Suzuki,Daewoo Magnus,906
44310,Isuzu,Ascender,2125
44312,GMC,Sierra 1500,7537
44327,Subaru,Forester,6027
44329,Toyota,Prius,4190
44351,Toyota,Avalon,3005
44368,Mazda,MX-6,798
44368,Mercedes-Benz,SLR McLaren,4956
44388,Ford,Taurus,5212
44399,Geo,Metro,2470
44401,Nissan,Titan,5863
44408,Nissan,Maxima,1309
44446,Saab,9-4X,1660
44447,Plymouth,Roadrunner,1596
44471,Chevrolet,Corvette,5616
44476,Mercedes-Benz,S-Class,758
44482,Toyota,Corolla,5501
44486,Subaru,BRZ,3213
44495,Suzuki,Swift,307
44507,Chrysler,Town & Country,857
44515,Chevrolet,Camaro,7373
44556,Honda,Accord,6838
44559,Maserati,Biturbo,3588
44581,Mazda,CX-9,1741
44583,Toyota,Camry,870
44584,Kia,Optima,3825
44595,Toyota,Camry,4509
44604,Mazda,B-Series Plus,2289
44611,Pontiac,Grand Am,4227
44613,Daewoo,Lanos,2286
44616,Mercedes-Benz,GLK-Class,5868
44619,Shelby,GT500,2562
44660,Chevrolet,SSR,1831
44671,Mercury,Grand Marquis,3090
44730,Land Rover,Defender 90,2891
44732,Chevrolet,Suburban 1500,1463
44750,Toyota,Camry,1115
44766,Chevrolet,Aveo,7376
44773,Ford,LTD,6720
44782,Chevrolet,Express,2942
44795,Volkswagen,New Beetle,3619
44800,Pontiac,Grand Prix Turbo,5336
44829,Lexus,IS F,6906
44850,Maserati,430,1965
44865,Honda,Civic,697
44867,Chevrolet,Lumina APV,5012
44935,Pontiac,Firefly,7664
44951,Ford,F-Series Super Duty,3804
44964,Mazda,MX-5,875
44965,Plymouth,Voyager,4469
44979,Ford,F-Series Super Duty,6012
44984,Porsche,Cayenne,4769
45007,Volvo,XC90,6131
45013,Ford,Crown Victoria,1158
45040,Mercedes-Benz,SL-Class,7606
45043,Porsche,911,4011
45062,GMC,Savana,3036
45063,Toyota,4Runner,4679
45077,Ford,F150,165
45080,Chevrolet,Suburban 2500,3116
45087,Cadillac,DeVille,3390
45091,Pontiac,Parisienne,1179
45107,Mercedes-Benz,M-Class,7389
45117,Chrysler,Imperial,1178
45118,Cadillac,Sixty Special,3607
45132,Pontiac,G6,6796
45156,Infiniti,J,7958
45184,Saturn,Sky,649
45190,Ford,Courier,6769
45191,Saturn,L-Series,3430
45206,Mitsubishi,Mirage,5956
45219,Dodge,Intrepid,6830
45226,Toyota,Previa,2883
45228,Volkswagen,Golf,5167
45229,Lexus,IS,3801
45230,Chevrolet,G-Series 1500,1749
45233,Saab,9000,7490
45291,Mercedes-Benz,E-Class,4099
45295,Toyota,RAV4,2724
45302,Honda,CR-V,6756
45305,Mazda,626,103
45306,Ford,Bronco,5288
45309,Hyundai,Veracruz,6008
45331,Oldsmobile,Aurora,5459
45333,Oldsmobile,Aurora,6095
45381,Toyota,Land Cruiser,4959
45399,Mazda,Mazda6,6325
45441,Maybach,57,397
45443,Ford,F350,3689
45445,Chrysler,Sebring,1812
45450,Honda,Fit,2087
45451,Chevrolet,Malibu,7804
45464,BMW,6 Series,5306
45466,Maserati,Coupe,4361
45478,Volkswagen,Golf,4709
45478,Hyundai,Accent,5807
45512,Ford,Thunderbird,878
45525,Ram,1500,4976
45525,Suzuki,Grand Vitara,4995
45536,Nissan,Rogue,1200
45548,Mazda,Miata MX-5,5698
45553,Kia,Sorento,4352
45564,Pontiac,Bonneville,1405
45569,Eagle,Vision,3798
45589,Hummer,H2,7750
45592,Eagle,Vision,7325
45603,Lexus,LS,3681
45635,Land Rover,Discovery,4610
45636,Saturn,Relay,710
45651,Infiniti,G25,1839
45654,Infiniti,QX,6136
45656,Volkswagen,Golf,225
45661,Toyota,Xtra,914
45678,Ford,Escape,286
45680,BMW,X3,1092
45691,Mercury,Cougar,1344
45735,Ferrari,F430,1139
45736,Ford,E250,6698
45765,Honda,Civic,7499
45766,Eagle,Vision,5626
45772,Audi,A8,1993
45783,Toyota,Highlander,3248
45786,Toyota,Sienna,3865
45789,Nissan,Titan,416
45794,Ford,Explorer,2569
45801,Dodge,Viper,2009
45824,Ford,Galaxie,115
45827,Dodge,Challenger,4868
45845,Jeep,Liberty,7990
45846,Mazda,Miata MX-5,729
45850,BMW,Z4,71
45851,Lotus,Esprit,1950
45854,BMW,M3,4719
45856,Lotus,Esprit,215
45862,Scion,xB,1647
45862,Saturn,S-Series,2246
45865,Chevrolet,Corvette,2519
45871,Chevrolet,Equinox,913
45893,Ford,Taurus,4069
45910,Mitsubishi,Eclipse,4721
45946,Mercury,Tracer,489
45946,Porsche,911,5292
45967,Volkswagen,Eurovan,7631
45978,Ford,Freestyle,5826
46003,Chevrolet,Tahoe,7991
46009,Chevrolet,1500,1666
46012,Nissan,Altima,5725
46034,Pontiac,Grand Prix,5026
46040,Dodge,Caravan,3909
46053,Saab,9000,4548
46058,Porsche,Cayenne,3286
46072,Dodge,Charger,7201
46073,Volkswagen,Jetta,3383
46075,Mazda,Navajo,7533
46089,Toyota,Camry,2544
46101,Nissan,Cube,4369
46109,Bentley,Continental GTC,4399
46130,Mitsubishi,Eclipse,3400
46140,Volkswagen,Touareg,2451
46164,Nissan,NX,5013
46167,Infiniti,QX,1376
46169,Land Rover,Defender 90,355
46177,Hyundai,Accent,7422
46178,Ford,Escape,2198
46187,Spyker,C8,4614
46193,Toyota,Camry,4157
46199,Mitsubishi,Raider,5199
46204,Chevrolet,Corvette,5745
46209,Mercedes-Benz,SL-Class,3179
46224,Volkswagen,Tiguan,7698
46233,Volkswagen,Jetta,1617
46238,Mercury,Monterey,3280
46249,Buick,Riviera,1082
46256,Jeep,Compass,3418
46282,Mercury,Sable,495
46291,Buick,LeSabre,3343
46293,Toyota,Yaris,4533
46312,Chrysler,Crossfire,3245
46323,Chrysler,Town & Country,1046
46348,Ford,E-Series,1682
46356,Mazda,B-Series,6774
46367,Audi,S8,5898
46373,Volkswagen,GTI,5809
46381,BMW,8 Series,748
46385,Chevrolet,Tahoe,1022
46392,Suzuki,Swift,6825
46396,Jaguar,XJ,4060
46407,Buick,Skylark,5774
46422,Volkswagen,rio,209
46443,Lamborghini,Murciélago LP640,6483
46473,Nissan,Pathfinder,6064
46477,Toyota,4Runner,4315
46487,Mercedes-Benz,M-Class,4311
46490,Volkswagen,CC,4649
46492,Plymouth,Grand Voyager,7819
46497,Ford,Ranger,6150
46511,Chevrolet,Astro,7772
46561,GMC,Terrain,3166
46571,Mercury,Sable,7286
46577,Aston Martin,DB9 Volante,2932
46603,Volvo,C70,658
46604,Volkswagen,R32,3728
46615,Nissan,Quest,7732
46616,Ford,E-Series,7444
46619,Ford,Taurus,4834
46646,Subaru,XT,7885
46663,Mitsubishi,Chariot,2683
46677,Buick,Skyhawk,3615
46687,Mitsubishi,Pajero,4542
46707,Chevrolet,Traverse,7887
46733,Oldsmobile,Intrigue,1466
46741,Toyota,Solara,7582
46744,Nissan,Altima,3141
46752,Scion,xB,5121
46816,Mitsubishi,Pajero,4306
46819,Ford,Explorer,3982
46845,Volvo,XC70,7541
46846,GMC,Sonoma Club Coupe,2919
46858,Buick,Regal,6607
46865,Pontiac,GTO,4650
46885,Mitsubishi,L300,6534
46887,Buick,Rendezvous,7393
46892,Oldsmobile,LSS,1974
46893,Volkswagen,Touareg,1753
46912,Aston Martin,V8 Vantage,4477
46913,Mercedes-Benz,GL-Class,7238
46937,Lincoln,Continental,4645
46948,Hummer,H1,6588
46955,Audi,A3,4494
46966,Mazda,Protege,7450
46994,Acura,Legend,7370
47002,Acura,RSX,5697
47002,Mitsubishi,Chariot,5726
47032,Dodge,D250 Club,1072
47038,Ford,Club Wagon,1729
47039,Volkswagen,Passat,1986
47045,Buick,Regal,5876
47061,Saab,9-3,4964
47063,Lotus,Elise,7753
47070,Mitsubishi,Lancer,3464
47071,Ford,Expedition EL,75
47071,Ford,Taurus,3725
47087,Chevrolet,Corvette,4145
47095,Land Rover,Discovery,4966
47096,Toyota,Land Cruiser,6381
47122,Mitsubishi,Starion,7896
47123,BMW,X5,7703
47133,Pontiac,Grand Prix,7178
47146,Chevrolet,Suburban 1500,746
47167,Ford,F350,5634
47168,Lexus,SC,1452
47168,Cadillac,Escalade EXT,1668
47169,Mitsubishi,Galant,395
47187,Jeep,Wrangler,1849
47187,Honda,Insight,4990
47205,Nissan,Maxima,4727
47212,Volvo,S40,2111
47222,Cadillac,Escalade,1784
47238,Land Rover,Range Rover,7794
47249,Suzuki,Swift,3963
47269,GMC,Envoy,7424
47271,Lotus,Esprit,2744
47273,Nissan,280ZX,2906
47287,Suzuki,SJ,6669
47293,Ford,F-Series,984
47296,Ferrari,430 Scuderia,6798
47300,Mercedes-Benz,W126,7711
47304,Volvo,C30,609
47307,Pontiac,Grand Prix,3743
47323,Porsche,911,7181
47330,Ford,E-Series,2806
47348,Pontiac,LeMans,257
47365,Chevrolet,S10,7799
47367,Jeep,Patriot,1031
47368,Volkswagen,Quantum,964
47369,Mitsubishi,Mighty Max,7194
47407,Chevrolet,Express 2500,4209
47416,Audi,A8,5094
47419,Volvo,940,2520
47437,Pontiac,Sunbird,4169
47456,Aston Martin,Virage,923
47458,Mitsubishi,Mighty Max,1099
47472,Kia,Sephia,2479
47481,Plymouth,Voyager,5550
47485,Hyundai,Sonata,6655
47489,Volkswagen,Passat,5424
47492,Ford,E-Series,3817
47494,Dodge,Omni,4160
47511,Hyundai,Entourage,6988
47515,Porsche,911,3385
47516,Infiniti,G37,1219
47522,Chevrolet,Silverado 1500,1545
47527,Audi,A6,2069
47564,Dodge,Ram 1500 Club,1096
47577,GMC,Sonoma,4322
47597,GMC,3500 Club Coupe,3435
47612,Dodge,Journey,2855
47617,Eagle,Talon,6531
47629,Chevrolet,Express 2500,6261
47640,Dodge,Ram 3500,195
47645,Chevrolet,Beretta,2711
47675,Hyundai,Elantra,2875
47676,Subaru,Legacy,5772
47691,Volvo,XC70,6000
47694,Acura,MDX,4017
47699,Toyota,Land Cruiser,86
47704,Toyota,MR2,7449
47714,Toyota,4Runner,7613
47759,Volkswagen,Golf,1955
47769,Toyota,Highlander,6719
47826,Pontiac,Torrent,1388
47826,Toyota,RAV4,2975
47831,Mercedes-Benz,500SL,6998
47860,Ford,Fiesta,987
47881,Chevrolet,Camaro,7036
47882,Volvo,S60,2093
47892,Hyundai,Excel,2542
47906,Mitsubishi,GTO,4173
47908,Lincoln,Navigator,3146
47916,Dodge,Caravan,6437
47919,GMC,3500,7199
47932,Volkswagen,Jetta,3710
47932,Plymouth,Colt,5625
47934,Dodge,Ram Van 3500,956
47950,Chevrolet,Corvette,385
47950,Lexus,LX,4163
47961,Chrysler,LeBaron,2085
47973,Mercedes-Benz,SLK-Class,5414
47994,Chevrolet,Avalanche 1500,3247
47995,Kia,Amanti,4120
47997,GMC,2500,1897
47998,Toyota,FJ Cruiser,7602
48006,Mazda,MX-5,2909
48034,Pontiac,Grand Am,4183
48037,Mitsubishi,Montero,2790
48047,Oldsmobile,Bravada,1185
48049,Mazda,MX-3,5340
48063,Nissan,Altima,1912
48075,Lincoln,Navigator L,1949
48080,Mercedes-Benz,SLK-Class,4359
48083,Pontiac,Firebird,3029
48088,Audi,Q5,5947
48102,Lexus,LX,641
48110,Toyota,Tacoma Xtra,5460
48111,Chevrolet,Astro,3737
48116,Infiniti,QX,3585
48124,Toyota,MR2,1229
48168,Cadillac,SRX,3546
48186,Ford,Windstar,7955
48195,Honda,Element,3807
48206,Mitsubishi,Eclipse,4308
48237,Mitsubishi,Mighty Max Macro,4867
48247,Maybach,57,6663
48256,Jeep,Liberty,3204
48267,Chevrolet,Tahoe,5083
48267,GMC,Savana 3500,5408
48278,Austin,Mini,4244
48296,Ford,E-Series,7435
48319,Subaru,Impreza,6217
48343,Lincoln,Town Car,2552
48378,BMW,X6 M,268
48382,Jeep,Grand Cherokee,3411
48402,Mitsubishi,Precis,3460
48436,Pontiac,Parisienne,4490
48457,Aston Martin,DBS,2949
48499,Mercedes-Benz,300D,63
48517,Toyota,T100,2411
48545,Audi,TT,4492
48554,Honda,Accord,1211
48576,BMW,X6 M,7786
48578,Oldsmobile,Silhouette,3652
48579,Ford,Mustang,2350
48588,Lincoln,Continental,769
48589,Audi,V8,6990
48603,Ford,Mustang,1930
48605,Volkswagen,Corrado,6267
48609,Ford,F-Series Super Duty,6294
48615,Ford,Thunderbird,7733
48621,Volkswagen,Jetta,7959
48649,Porsche,924 S,2902
48660,Pontiac,Sunfire,4746
48662,Chevrolet,Suburban,2269
48670,Infiniti,FX,1482
48687,Geo,Tracker,407
48696,Lexus,LS,4941
48728,Chevrolet,Corvette,2045
48747,Porsche,928,7871
48792,Ford,Fairlane,7893
48802,Subaru,Forester,1755
48802,BMW,760,7404
48806,Dodge,Nitro,5238
48827,Hyundai,Equus,3842
48856,Isuzu,Axiom,1998
48875,Isuzu,VehiCROSS,6602
48880,Toyota,Tacoma,3172
48883,GMC,Yukon XL 1500,7039
48897,Volvo,C30,1742
48904,Toyota,Matrix,2979
48911,Nissan,Altima,7276
48916,Chevrolet,Impala,7783
48917,Volkswagen,Eurovan,5624
48921,Mercedes-Benz,400SEL,1270
48925,Audi,R8,539
48931,Suzuki,Samurai,5854
48970,Cadillac,Catera,234
48974,Honda,CR-V,5048
49006,Ford,Focus,922
49024,Cadillac,Fleetwood,3024
49045,Mercedes-Benz,500E,6765
49047,Mazda,MPV,6124
49051,Mazda,Familia,655
49073,Mitsubishi,Truck,5874
49077,Porsche,Boxster,7322
49088,Chevrolet,Corvette,1606
49099,Mazda,Mazda3,3775
49110,Ford,Five Hundred,727
49118,Isuzu,Trooper,1829
49130,Mazda,Mazda3,2063
49142,Mitsubishi,Montero,1513
49158,Cadillac,XLR-V,3699
49183,Chevrolet,Suburban 2500,1042
49254,Plymouth,Colt Vista,7822
49258,Mercedes-Benz,C-Class,1035
49274,Infiniti,I,6665
49274,Chrysler,PT Cruiser,7557
49283,Dodge,Ram 50,4253
49288,Volkswagen,Passat,2614
49296,Saab,9-5,1382
49315,Dodge,Stratus,4378
49328,Morgan,Aero 8,7996
49339,Ford,Festiva,4185
49345,BMW,7 Series,2485
49365,Ford,E-Series,45
49367,Chrysler,Crossfire,7605
49377,Buick,Coachbuilder,6735
49394,BMW,600,1642
49406,Land Rover,Range Rover Sport,2558
49437,Chevrolet,Suburban 2500,4923
49489,Bentley,Continental GT,4055
49510,Mazda,Navajo,4939
49519,Mercury,Grand Marquis,2102
49521,Ford,Laser,5344
49542,Audi,A6,859
49542,Toyota,Echo,7622
49547,BMW,X5,4214
49559,Hyundai,XG300,4648
49569,Ford,Econoline E150,7818
49576,Volkswagen,GTI,4005
49580,Honda,Civic,7368
49582,Toyota,Tacoma,5787
49589,Fillmore,Fillmore,3966
49613,Chevrolet,Suburban 2500,6561
49627,Ford,Taurus,4089
49650,Cadillac,CTS-V,2671
49652,Mitsubishi,Mirage,2271
49653,Ford,F150,3786
49659,Suzuki,Swift,3322
49669,Mercury,Tracer,5492
49687,Volkswagen,Jetta III,7187
49694,Saab,9000,3913
49704,Mercedes-Benz,C-Class,7493
49705,Chevrolet,Venture,828
49722,Ford,E350,1226
49725,Lincoln,Aviator,4599
49726,Honda,Odyssey,6061
49727,Land Rover,Range Rover Classic,1034
49741,Volkswagen,Golf,7104
49744,Audi,90,4653
49753,Mercury,Milan,3653
49755,GMC,Jimmy,730
49769,Nissan,Xterra,6230
49780,Chrysler,Concorde,4425
49792,Ford,Thunderbird,1176
49795,Mitsubishi,GTO,4402
49826,Mazda,B-Series Plus,3308
49871,Volkswagen,Cabriolet,564
49871,Mazda,626,3880
49871,GMC,Sierra 1500,7646
49889,Jeep,Compass,6510
49900,Chevrolet,Metro,2967
49904,Bentley,Continental,6002
49926,Land Rover,Freelander,2901
49926,GMC,Yukon XL 2500,3019
49928,Lincoln,MKZ,2121
49946,GMC,Sierra 3500,4512
49949,Cadillac,DTS,7271
49973,Saturn,Sky,5329
49975,Ford,Thunderbird,474
49975,Nissan,Pathfinder,4424
49975,Mazda,B-Series Plus,6767
49980,Lexus,ES,7251
49982,Suzuki,Swift,7481
49988,Volvo,S60,1802
49996,Chevrolet,Malibu,3352
50004,Dodge,Dakota,4096
50006,Dodge,Caravan,1258
50006,Ford,Aerostar,3380
50018,Mercedes-Benz,CLK-Class,1746
50051,Cadillac,Escalade,3845
50054,Cadillac,Eldorado,1371
50062,Suzuki,Vitara,7773
50063,Mercedes-Benz,E-Class,6312
50082,Toyota,Land Cruiser,7648
50093,Dodge,Ram,3073
50096,Porsche,911,1299
50099,Audi,V8,7866
50110,Mercury,Milan,1265
50119,Pontiac,Grand Prix,1625
50146,BMW,M5,7708
50148,Dodge,Ram 2500,1636
50156,Subaru,SVX,344
50156,Land Rover,LR3,3496
50158,Toyota,RAV4,2618
50169,Pontiac,Grand Prix,2657
50170,Buick,Lucerne,800
50172,Porsche,Cayenne,1418
50174,GMC,Envoy XUV,4426
50205,GMC,Yukon XL 1500,2362
50217,Lexus,IS F,2690
50225,Aston Martin,V8 Vantage,6682
50241,Chevrolet,Metro,5135
50244,BMW,525,458
50246,Nissan,Versa,6641
50279,Hyundai,Sonata,3407
50305,Cadillac,Escalade EXT,303
50312,Mercury,Capri,1264
50317,Pontiac,1000,2481
50324,Oldsmobile,Aurora,2453
50325,Ford,Laser,681
50335,Audi,A3,5895
50339,BMW,Z4 M,7317
50382,Cadillac,Escalade,2648
50388,Pontiac,Grand Prix,3766
50392,Mercedes-Benz,R-Class,6839
50421,Mitsubishi,Chariot,6525
50466,Toyota,Paseo,1431
50472,Chrysler,Crossfire,7535
50502,Mazda,MPV,4737
50525,Ford,GT500,3093
50527,Chevrolet,G-Series G30,2416
50546,Lamborghini,Gallardo,2173
50557,Cadillac,Escalade ESV,4756
50576,Geo,Prizm,1043
50576,Suzuki,Vitara,3656
50613,Mazda,Millenia,2113
50625,Mercedes-Benz,500SL,478
50652,Toyota,Corolla,3132
50694,Chrysler,PT Cruiser,7763
50701,Chrysler,Crossfire,4668
50711,Land Rover,Discovery Series II,2798
50723,Oldsmobile,Regency,6921
50738,Volvo,XC90,6927
50740,GMC,Savana 1500,4520
50740,Ford,F150,7644
50743,Mercedes-Benz,E-Class,393
50743,Dodge,Stratus,6804
50744,Mitsubishi,Starion,5984
50746,Mazda,Mazda6 Sport,298
50763,Chevrolet,Silverado 3500,7364
50789,Mazda,MX-5,1514
50794,Porsche,928,5706
50818,Lotus,Elan,2702
50821,Volkswagen,Eurovan,1392
50824,Hyundai,Elantra,7947
50831,Toyota,Matrix,6490
50858,Toyota,Prius,2464
50859,Kia,Spectra,3685
50865,Lexus,IS F,4906
50882,Volkswagen,Fox,4581
