integer-1,decimal-1,decimal-1,decimal-1
19267,22.00,26097.72,0.01
19283,16.00,19236.48,0.01
19392,14.00,18359.46,0.02
19418,3.00,4012.23,0.02
19429,17.00,22923.14,0.10
19439,9.00,12225.87,0.02
19502,19.00,27008.50,0.05
19642,27.00,42164.28,0.06
19644,29.00,45345.56,0.08
19658,30.00,47329.50,0.08
19700,5.00,8098.50,0.10
19705,3.00,4874.10,0.10
19708,16.00,26043.20,0.05
19711,16.00,26091.36,0.01
19724,4.00,6574.88,0.03
19742,7.00,11632.18,0.00
19836,18.00,31604.94,0.00
19863,11.00,19611.46,0.10
19899,24.00,43653.36,0.08
19907,26.00,47499.40,0.10
19944,30.00,55918.20,0.09
19952,10.00,18719.50,0.01
20000,4.00,3680.00,0.04
38,12.00,11256.36,0.03
152,30.00,31564.50,0.02
166,27.00,28786.32,0.10
208,9.00,9973.80,0.06
226,4.00,4504.88,0.02
236,9.00,10226.07,0.05
292,14.00,16692.06,0.00
303,10.00,12033.00,0.09
455,20.00,27109.00,0.08
496,23.00,32119.27,0.08
523,11.00,15658.72,0.08
534,30.00,43035.90,0.01
695,28.00,44679.32,0.01
700,11.00,17607.70,0.04
738,13.00,21303.49,0.04
744,1.00,1644.74,0.01
1013,17.00,15538.17,0.04
1156,1.00,1057.15,0.00
1164,7.00,7456.12,0.10
1181,17.00,18397.06,0.04
1212,27.00,30056.67,0.08
1240,26.00,29672.24,0.01
1246,2.00,2294.48,0.03
1248,22.00,25283.28,0.06
1252,6.00,6919.50,0.00
1266,24.00,28014.24,0.00
1311,22.00,26670.82,0.03
1322,9.00,11009.88,0.08
1384,23.00,29563.74,0.00
1409,7.00,9172.80,0.04
1431,27.00,35975.61,0.04
1478,13.00,17933.11,0.02
1493,28.00,39045.72,0.08
1513,2.00,2829.02,0.03
1514,4.00,5662.04,0.10
1540,25.00,36038.50,0.08
1627,17.00,25986.54,0.04
1682,2.00,3167.36,0.08
1709,10.00,16107.00,0.04
1804,28.00,47762.40,0.06
1859,26.00,45782.10,0.03
1880,9.00,16036.92,0.04
1880,10.00,17818.80,0.09
1970,8.00,14975.76,0.01
1987,19.00,35890.62,0.10
2020,16.00,14752.32,0.05
2063,17.00,16406.02,0.01
2072,17.00,16559.19,0.00
2095,14.00,13959.26,0.00
2155,20.00,21143.00,0.09
2162,9.00,9577.44,0.08
2182,12.00,13010.16,0.02
2190,14.00,15290.66,0.03
2235,8.00,9097.84,0.05
2246,24.00,27557.76,0.02
2309,3.00,3633.90,0.01
2331,5.00,6166.65,0.01
2353,25.00,31383.75,0.06
2367,23.00,29195.28,0.01
2393,6.00,7772.34,0.07
2397,6.00,7796.34,0.06
2507,7.00,9866.50,0.03
2514,15.00,21247.65,0.08
2521,25.00,35588.00,0.03
2547,14.00,20293.56,0.04
2658,14.00,21849.10,0.05
2676,14.00,22101.38,0.02
2698,25.00,40017.25,0.00
2744,5.00,8233.70,0.00
2875,11.00,19556.57,0.02
2882,2.00,3569.76,0.00
2951,21.00,38932.95,0.05
2989,5.00,9459.90,0.09
2997,21.00,39899.79,0.01
3037,3.00,2820.09,0.00
3074,8.00,7816.56,0.08
3076,28.00,27413.96,0.06
3202,26.00,28735.20,0.09
3265,29.00,33879.54,0.00
3370,6.00,7640.22,0.00
3378,2.00,2562.74,0.06
3392,11.00,14249.29,0.07
3402,3.00,3916.20,0.09
3507,24.00,33852.00,0.10
3549,7.00,10167.78,0.06
3567,14.00,20587.84,0.05
3569,15.00,22088.40,0.06
3633,7.00,10756.41,0.01
3651,2.00,3109.30,0.05
3695,18.00,28776.42,0.07
3698,29.00,46449.01,0.05
3699,29.00,46478.01,0.05
3754,21.00,34812.75,0.01
3762,14.00,23320.64,0.05
3794,18.00,30560.22,0.09
3840,7.00,12206.88,0.07
3851,2.00,3509.70,0.09
3888,13.00,23294.44,0.04
3970,23.00,43101.31,0.06
3980,19.00,35795.62,0.00
4014,10.00,9180.10,0.10
4160,25.00,26604.00,0.08
4291,26.00,31077.54,0.06
4325,16.00,19669.12,0.09
4331,8.00,9882.64,0.00
4425,14.00,18611.88,0.04
4495,14.00,19592.86,0.05
4606,17.00,25680.20,0.05
4624,1.00,1528.62,0.09
4625,22.00,33651.64,0.08
4702,19.00,30527.30,0.00
4713,28.00,45295.88,0.07
4731,19.00,31078.87,0.10
4783,26.00,43882.28,0.10
4813,24.00,41227.44,0.08
4831,9.00,15622.47,0.07
4832,29.00,50368.07,0.01
4852,15.00,26352.75,0.06
4863,8.00,14142.88,0.07
4942,2.00,3693.88,0.03
4959,12.00,22367.40,0.08
4963,25.00,46699.00,0.03
4992,9.00,17072.91,0.07
5019,5.00,4620.05,0.01
5087,5.00,4960.40,0.10
5248,6.00,6919.44,0.01
5256,8.00,9290.00,0.08
5271,11.00,12938.97,0.10
5286,28.00,33355.84,0.05
5384,4.00,5157.52,0.00
5403,30.00,39252.00,0.10
5408,28.00,36775.20,0.10
5425,1.00,1330.42,0.07
5425,27.00,35921.34,0.07
5468,16.00,21975.36,0.02
5517,13.00,18492.63,0.00
5595,9.00,13505.31,0.04
5630,29.00,44533.27,0.06
5713,3.00,4856.13,0.07
5765,4.00,6683.04,0.10
5791,10.00,16967.90,0.08
5793,3.00,5096.37,0.08
5794,14.00,23797.06,0.09
5795,27.00,45921.33,0.08
5831,7.00,12157.81,0.09
5867,27.00,47867.22,0.03
5954,18.00,33479.10,0.09
5970,3.00,5627.91,0.03
6024,21.00,19530.42,0.06
6026,3.00,2796.06,0.07
6062,24.00,23233.44,0.00
6070,18.00,17569.26,0.07
6115,22.00,22464.42,0.02
6247,20.00,23064.80,0.04
6272,21.00,24743.67,0.02
6307,4.00,4853.20,0.01
6345,3.00,3754.02,0.05
6377,2.00,2566.74,0.08
6422,21.00,27896.82,0.03
6430,3.00,4009.29,0.01
6468,1.00,1374.46,0.05
6476,24.00,33179.28,0.10
6514,11.00,15625.61,0.00
6565,29.00,42675.24,0.07
6621,5.00,7638.10,0.04
6679,9.00,14271.03,0.00
6726,19.00,31021.68,0.02
6776,18.00,30289.86,0.02
6790,3.00,5090.37,0.00
6794,1.00,1700.79,0.07
6827,4.00,6935.28,0.01
6830,11.00,19105.13,0.08
6856,12.00,21154.20,0.04
6858,18.00,31767.30,0.08
6860,6.00,10601.16,0.06
6906,14.00,25380.60,0.06
6950,3.00,5570.85,0.04
7003,29.00,26390.00,0.07
7030,17.00,15929.51,0.03
7039,6.00,5676.18,0.06
7049,16.00,15296.64,0.02
7049,1.00,956.04,0.01
7121,4.00,4112.48,0.05
7151,12.00,12697.80,0.05
7216,1.00,1123.21,0.05
7232,16.00,18227.68,0.10
7245,27.00,31110.48,0.06
7265,21.00,24617.46,0.06
7306,14.00,16986.20,0.02
7317,10.00,12243.10,0.10
7422,4.00,5317.68,0.05
7580,5.00,7437.90,0.04
7587,21.00,31386.18,0.05
7685,10.00,15926.80,0.10
7851,14.00,24623.90,0.05
7904,5.00,9059.50,0.06
7978,24.00,45263.28,0.07
7980,25.00,47199.50,0.01
8196,22.00,24292.18,0.05
8229,27.00,30704.94,0.08
8257,6.00,6991.50,0.09
8391,1.00,1299.39,0.02
8450,11.00,14942.95,0.06
8471,24.00,33107.28,0.05
8485,21.00,29263.08,0.09
8522,25.00,35763.00,0.01
8594,19.00,28549.21,0.00
8621,15.00,22944.30,0.05
8680,2.00,3177.36,0.07
8685,1.00,1593.68,0.03
8749,4.00,6630.96,0.09
8807,30.00,51474.00,0.07
8827,12.00,20829.84,0.10
8853,17.00,29951.45,0.01
8857,23.00,40614.55,0.01
8869,12.00,21334.32,0.04
8888,10.00,17968.80,0.01
8896,13.00,23463.57,0.05
8925,13.00,23840.96,0.02
8987,15.00,28439.70,0.07
9009,11.00,10098.00,0.03
9090,25.00,24977.25,0.10
9115,1.00,1024.11,0.01
9187,9.00,9865.62,0.05
9191,11.00,12102.09,0.08
9267,29.00,34111.54,0.00
9276,2.00,2370.54,0.03
9354,5.00,6316.75,0.07
9376,27.00,34704.99,0.08
9433,25.00,33560.75,0.01
9532,24.00,34596.72,0.01
9597,20.00,30131.80,0.05
9656,4.00,6262.60,0.08
9669,27.00,42623.82,0.05
9681,5.00,7953.40,0.05
9725,30.00,49041.60,0.05
9729,27.00,44245.44,0.00
9770,20.00,33595.40,0.05
9771,3.00,5042.31,0.01
9803,17.00,29117.60,0.05
9813,27.00,46515.87,0.07
9817,26.00,44897.06,0.10
9897,7.00,12648.23,0.09
9906,24.00,43581.60,0.08
9927,24.00,44086.08,0.00
10027,25.00,23425.50,0.01
10037,25.00,23675.75,0.01
10069,12.00,11748.72,0.03
10142,14.00,14729.96,0.01
10390,24.00,31209.36,0.01
10414,21.00,27812.61,0.04
10455,28.00,38232.60,0.09
10552,11.00,16088.05,0.03
10569,4.00,5918.24,0.04
10593,29.00,43604.11,0.02
10643,13.00,20197.32,0.03
10652,2.00,3125.30,0.03
10686,9.00,14370.12,0.05
10689,3.00,4799.04,0.02
10709,7.00,11337.90,0.07
10741,1.00,1651.74,0.00
10750,29.00,48161.75,0.05
10765,22.00,36866.72,0.10
10885,15.00,26938.20,0.05
10909,5.00,9099.50,0.08
10918,18.00,32920.38,0.02
10931,23.00,42364.39,0.04
10946,21.00,38995.74,0.09
10948,26.00,48332.44,0.08
10954,20.00,37299.00,0.04
10979,18.00,34019.46,0.01
10982,8.00,15143.84,0.00
11048,9.00,8631.36,0.08
11061,30.00,29161.80,0.07
11065,5.00,4880.30,0.02
11147,16.00,16930.24,0.06
11157,15.00,16022.25,0.07
11273,6.00,7105.62,0.04
11294,4.00,4821.16,0.03
11296,14.00,16902.06,0.10
11355,18.00,22794.30,0.03
11371,8.00,10258.96,0.10
11449,17.00,23127.48,0.09
11492,1.00,1403.49,0.02
11558,24.00,35269.20,0.00
11573,2.00,2969.14,0.00
11588,18.00,26992.44,0.07
11684,28.00,44679.04,0.04
11714,19.00,30888.49,0.03
11725,26.00,42554.72,0.01
11741,8.00,13221.92,0.02
11748,19.00,31535.06,0.09
11837,27.00,47218.41,0.08
11867,18.00,32019.48,0.05
12031,9.00,8487.27,0.01
12103,21.00,21317.10,0.01
12150,13.00,13807.95,0.06
12151,30.00,31894.50,0.00
12195,14.00,15500.66,0.09
12250,14.00,16271.50,0.00
12252,20.00,23285.00,0.01
12258,20.00,23405.00,0.04
12268,17.00,20064.42,0.05
12287,28.00,33579.84,0.09
12318,10.00,12303.10,0.08
12339,23.00,28780.59,0.09
12414,30.00,39792.30,0.01
12443,12.00,16265.28,0.08
12470,12.00,16589.64,0.08
12522,15.00,21517.80,0.02
12528,10.00,14405.20,0.05
12533,29.00,41920.37,0.05
12553,30.00,43966.50,0.07
12575,29.00,43139.53,0.07
12591,21.00,31575.39,0.10
12597,17.00,25663.03,0.04
12623,8.00,12284.96,0.00
12654,8.00,12533.20,0.09
12713,19.00,30888.49,0.00
12715,21.00,34181.91,0.10
12734,30.00,49401.90,0.08
12754,12.00,20001.00,0.09
12802,19.00,32581.20,0.09
12815,30.00,51834.30,0.03
12851,20.00,35277.00,0.01
12946,28.00,52050.32,0.10
12960,7.00,13110.72,0.04
13002,26.00,23790.00,0.05
13027,27.00,25380.54,0.09
13066,6.00,5874.36,0.09
13094,24.00,24170.16,0.09
13132,12.00,12541.56,0.10
13150,14.00,14884.10,0.04
13208,23.00,25787.60,0.08
13263,13.00,15291.38,0.08
13358,30.00,38140.50,0.06
13399,20.00,26247.80,0.02
13438,9.00,12162.87,0.01
13455,14.00,19158.30,0.10
13460,19.00,26095.74,0.09
13494,14.00,19704.86,0.00
13503,20.00,28330.00,0.07
13523,27.00,38786.04,0.01
13591,5.00,7522.95,0.04
13603,18.00,27298.80,0.05
13604,8.00,12140.80,0.02
13623,17.00,26122.54,0.01
13627,9.00,13865.58,0.05
13697,6.00,9664.14,0.02
13789,1.00,1702.78,0.01
13818,8.00,13854.48,0.03
13841,9.00,15793.56,0.10
13856,25.00,44246.25,0.02
13888,5.00,9009.40,0.05
13913,30.00,54807.30,0.09
13941,17.00,31533.98,0.01
13954,19.00,35491.05,0.02
13973,11.00,20756.67,0.00
14041,9.00,8595.36,0.09
14045,4.00,3836.16,0.03
14046,20.00,19200.80,0.02
14086,21.00,21001.68,0.09
14094,27.00,27218.43,0.10
14146,11.00,11661.54,0.01
14256,4.00,4681.00,0.03
14262,28.00,32935.28,0.09
14371,29.00,37275.73,0.07
14391,1.00,1305.39,0.05
14406,2.00,2640.80,0.09
14411,21.00,27833.61,0.08
14413,19.00,25220.79,0.10
14438,12.00,16229.16,0.08
14639,26.00,40394.38,0.03
14667,17.00,26888.22,0.06
14669,6.00,9501.96,0.04
14690,13.00,20860.97,0.04
14705,13.00,21056.10,0.03
14747,27.00,44866.98,0.05
14802,4.00,6867.20,0.02
14813,25.00,43195.25,0.01
14881,17.00,30529.96,0.03
14923,30.00,55137.60,0.00
14930,23.00,42433.39,0.04
14944,20.00,37178.80,0.06
14953,4.00,7471.80,0.05
14966,12.00,22571.52,0.10
15005,29.00,26680.00,0.03
15081,12.00,11952.96,0.06
15130,23.00,24037.99,0.04
15143,15.00,15872.10,0.00
15145,8.00,8481.12,0.01
15198,30.00,33395.70,0.05
15221,16.00,18179.52,0.02
15231,8.00,9169.84,0.01
15236,6.00,6907.38,0.00
15269,8.00,9474.08,0.06
15305,15.00,18304.50,0.03
15308,9.00,11009.70,0.02
15358,21.00,26740.35,0.07
15398,22.00,28894.58,0.07
15478,9.00,12541.23,0.09
15517,3.00,4297.53,0.04
15559,2.00,2949.10,0.07
15573,21.00,31259.97,0.01
15621,12.00,18439.44,0.02
15726,27.00,44326.44,0.06
15761,28.00,46949.28,0.00
15764,24.00,40314.24,0.03
15771,25.00,42169.25,0.05
15810,18.00,31064.58,0.06
15811,3.00,5180.43,0.03
15875,9.00,16117.83,0.07
16004,30.00,27600.00,0.02
16030,5.00,4730.15,0.10
16085,29.00,29031.32,0.10
16196,5.00,5560.95,0.07
16241,16.00,18515.84,0.08
16309,5.00,6126.50,0.07
16309,25.00,30632.50,0.00
16314,7.00,8612.17,0.01
16314,27.00,33218.37,0.08
16339,20.00,25106.60,0.09
16462,7.00,9649.22,0.09
16569,24.00,35653.44,0.06
16579,23.00,34398.11,0.10
16628,6.00,9267.72,0.03
16661,6.00,9465.96,0.06
16698,12.00,19376.28,0.07
16723,10.00,16397.20,0.02
16733,1.00,1649.73,0.00
16754,29.00,48451.75,0.05
16774,17.00,28743.09,0.00
16774,12.00,20289.24,0.09
16822,13.00,22604.66,0.10
16833,6.00,10498.98,0.07
16844,22.00,38738.48,0.05
16856,17.00,30138.45,0.08
16925,4.00,7367.68,0.10
17061,3.00,2934.18,0.00
17105,1.00,1022.10,0.10
17129,2.00,2092.24,0.02
17239,21.00,24280.83,0.08
17287,9.00,10838.52,0.01
17320,15.00,18559.80,0.03
17321,12.00,14859.84,0.02
17451,20.00,27369.00,0.06
17488,18.00,25298.64,0.03
17491,17.00,23944.33,0.06
17505,19.00,27027.50,0.05
17519,14.00,20111.14,0.05
17551,26.00,38182.30,0.05
17574,22.00,32814.54,0.04
17600,17.00,25799.20,0.02
17619,29.00,44561.69,0.06
17634,6.00,9309.78,0.04
17711,11.00,17915.81,0.07
17782,22.00,37395.16,0.05
17804,11.00,18939.80,0.05
17816,8.00,13870.48,0.04
17827,12.00,20937.84,0.09
17964,15.00,28229.40,0.07
17992,29.00,55389.71,0.09
18060,26.00,25429.56,0.02
18194,22.00,24468.18,0.03
18225,19.00,21721.18,0.04
18241,14.00,16229.36,0.05
18251,13.00,15200.25,0.07
18252,11.00,12872.75,0.08
18326,11.00,13687.52,0.08
18391,5.00,6546.95,0.04
18399,13.00,17126.07,0.09
18402,23.00,30369.20,0.00
18430,29.00,39104.47,0.06
18434,3.00,4057.29,0.08
18452,30.00,41113.50,0.10
18455,17.00,23348.65,0.02
18533,15.00,21772.95,0.05
18572,11.00,16396.27,0.06
18657,13.00,20483.45,0.10
18679,12.00,19172.04,0.06
18709,20.00,32554.00,0.06
18731,17.00,28045.41,0.03
18762,12.00,20169.12,0.02
18805,14.00,24133.20,0.06
18827,29.00,50628.78,0.06
18886,26.00,46926.88,0.02
18897,30.00,54476.70,0.10
18901,2.00,3639.80,0.02
18921,9.00,16559.28,0.07
18972,24.00,45383.28,0.07
18987,21.00,40025.58,0.07
19024,11.00,10373.22,0.06
19076,18.00,17911.26,0.02
19082,9.00,9009.72,0.01
19145,10.00,10641.40,0.05
19155,13.00,13963.95,0.00
19234,9.00,10379.07,0.03
19270,26.00,30921.02,0.10
19339,8.00,10066.64,0.00
19401,23.00,30369.20,0.04
19472,4.00,5565.88,0.06
19540,25.00,36488.50,0.09
19581,18.00,27010.44,0.08
19588,21.00,31659.18,0.02
19593,26.00,39327.34,0.07
19662,19.00,30051.54,0.06
19703,17.00,27585.90,0.00
19708,2.00,3255.40,0.05
19733,5.00,8263.65,0.09
19783,17.00,28947.26,0.09
19961,17.00,31976.32,0.09
19997,23.00,44090.77,0.00
76,16.00,15617.12,0.00
87,12.00,11844.96,0.05
160,29.00,30744.64,0.06
165,12.00,12781.92,0.07
174,20.00,21483.40,0.06
178,16.00,17250.72,0.00
275,17.00,19979.59,0.02
361,6.00,7568.16,0.09
382,28.00,35906.64,0.07
389,16.00,20630.08,0.02
399,8.00,10395.12,0.01
456,8.00,10851.60,0.08
459,2.00,2718.90,0.10
482,2.00,2764.96,0.10
487,2.00,2774.96,0.05
487,19.00,26362.12,0.00
515,27.00,38218.77,0.02
536,8.00,11492.24,0.09
575,22.00,32462.54,0.00
582,27.00,40029.66,0.04
622,15.00,22839.30,0.08
624,14.00,21344.68,0.09
629,8.00,12236.96,0.03
705,6.00,9634.20,0.01
717,24.00,38825.04,0.00
753,25.00,41343.75,0.08
803,16.00,27260.80,0.09
821,8.00,13774.56,0.00
866,16.00,28269.76,0.10
885,12.00,21430.56,0.07
908,28.00,50649.20,0.04
1019,9.00,8280.09,0.10
1070,5.00,4855.35,0.09
1107,14.00,14113.40,0.01
1136,18.00,18668.34,0.00
1148,20.00,20982.80,0.05
1190,27.00,29462.13,0.02
1250,25.00,28781.25,0.02
1487,2.00,2776.96,0.01
1489,9.00,12514.32,0.06
1504,11.00,15460.50,0.02
1628,12.00,18355.44,0.02
1693,9.00,14352.21,0.05
1695,10.00,15966.90,0.08
1742,19.00,31231.06,0.03
1810,3.00,5135.43,0.06
1847,21.00,36725.64,0.01
1933,13.00,23854.09,0.04
1992,20.00,37879.80,0.10
1998,17.00,32299.83,0.08
2012,10.00,9140.10,0.03
2033,21.00,19635.63,0.07
2078,8.00,7840.56,0.04
2160,11.00,11683.76,0.09
2189,19.00,20732.42,0.04
2224,1.00,1126.22,0.10
2280,22.00,26010.16,0.04
2342,2.00,2488.68,0.06
2361,3.00,3790.08,0.02
2377,9.00,11514.33,0.00
2396,29.00,37653.31,0.01
2419,6.00,7928.46,0.05
2450,7.00,9467.15,0.08
2612,23.00,34836.03,0.10
2626,2.00,3057.24,0.04
2748,5.00,8253.70,0.01
2786,19.00,32086.82,0.07
2820,18.00,31010.76,0.05
2825,17.00,29372.94,0.02
2858,2.00,3521.70,0.09
2881,10.00,17838.80,0.01
3030,3.00,2799.09,0.06
3048,14.00,13314.56,0.07
3084,4.00,3948.32,0.00
3110,9.00,9117.99,0.10
3130,29.00,29960.77,0.08
3200,23.00,25373.60,0.09
3230,3.00,3399.69,0.04
3269,27.00,31651.02,0.05
3291,10.00,11942.90,0.02
3292,2.00,2390.58,0.02
3352,7.00,8787.45,0.05
3393,25.00,32409.75,0.01
3421,24.00,31786.08,0.02
3423,7.00,9284.94,0.09
3430,17.00,22668.31,0.05
3431,1.00,1334.43,0.09
3433,22.00,29401.46,0.02
3436,10.00,13394.30,0.08
3476,18.00,24830.46,0.10
3588,22.00,32814.76,0.08
3627,29.00,44387.98,0.05
3649,3.00,4657.92,0.09
3666,15.00,23544.90,0.06
3698,3.00,4805.07,0.10
3711,19.00,30679.49,0.07
3730,4.00,6534.92,0.04
3762,28.00,46641.28,0.07
3765,14.00,23362.64,0.10
3854,18.00,31641.30,0.08
3956,2.00,3719.90,0.02
4049,14.00,13342.56,0.01
4091,2.00,1990.18,0.10
4099,30.00,30092.70,0.02
4100,11.00,11045.10,0.04
4117,28.00,28591.08,0.08
4130,21.00,21716.73,0.04
4134,14.00,14533.82,0.06
4146,22.00,23103.08,0.06
4157,13.00,13794.95,0.09
4158,18.00,19118.70,0.06
4172,12.00,12914.04,0.09
4197,3.00,3303.57,0.06
4208,7.00,7785.40,0.07
4231,24.00,27245.52,0.01
4281,7.00,8296.96,0.00
4283,14.00,16621.92,0.03
4353,19.00,23889.65,0.02
4363,13.00,16475.68,0.03
4368,6.00,7634.16,0.04
4459,1.00,1363.45,0.02
4490,6.00,8366.94,0.10
4494,29.00,40556.21,0.05
4504,12.00,16902.00,0.05
4638,15.00,23139.45,0.01
4650,18.00,27983.70,0.04
4656,5.00,7803.25,0.00
4674,8.00,12629.36,0.00
4705,13.00,20926.10,0.09
4821,12.00,20709.84,0.09
4957,4.00,7447.80,0.09
4974,26.00,48853.22,0.03
5083,22.00,21737.76,0.10
5219,5.00,5621.05,0.10
5250,11.00,12707.75,0.03
5271,26.00,30583.02,0.00
5274,8.00,9434.16,0.07
5316,28.00,34196.68,0.01
5320,18.00,22055.76,0.07
5345,8.00,10002.72,0.00
5481,3.00,4159.44,0.01
5546,12.00,17418.48,0.02
5564,25.00,36739.00,0.02
5594,29.00,43488.11,0.02
5616,25.00,38040.25,0.02
5616,25.00,38040.25,0.10
5641,15.00,23199.60,0.02
5678,16.00,25338.72,0.04
5692,16.00,25563.04,0.05
5716,12.00,19460.52,0.03
5737,30.00,49281.90,0.05
5739,8.00,13157.84,0.05
5751,30.00,49702.50,0.05
5753,17.00,28198.75,0.08
5783,21.00,35464.38,0.01
5813,26.00,44689.06,0.06
5815,8.00,13766.48,0.10
5842,28.00,48939.52,0.06
5915,29.00,52806.39,0.03
5945,6.00,11105.64,0.02
6018,13.00,12012.13,0.09
6060,8.00,7728.48,0.07
6108,27.00,27380.70,0.08
6172,17.00,18328.89,0.07
6241,5.00,5736.20,0.00
6272,18.00,21208.86,0.10
6343,9.00,11244.06,0.05
6429,30.00,40062.60,0.04
6433,10.00,13394.30,0.02
6485,30.00,41744.40,0.10
6515,12.00,17058.12,0.07
6605,8.00,12092.80,0.05
6632,11.00,16924.93,0.05
6640,25.00,38666.00,0.01
6676,15.00,23740.05,0.02
6689,11.00,17552.48,0.01
6807,13.00,22279.40,0.04
6853,24.00,42236.40,0.06
6879,3.00,5357.61,0.04
6887,26.00,46640.88,0.06
6900,15.00,27103.50,0.10
6915,4.00,7287.64,0.08
6952,17.00,31602.15,0.04
7078,29.00,28567.03,0.00
7113,24.00,24482.64,0.06
7153,7.00,7421.05,0.01
7219,11.00,12388.31,0.09
7236,12.00,13718.76,0.01
7260,28.00,32683.28,0.10
7275,26.00,30739.02,0.05
7287,25.00,29857.00,0.07
7461,21.00,28737.66,0.10
7471,15.00,20677.05,0.03
7483,4.00,5561.92,0.10
7582,8.00,11916.64,0.01
7585,22.00,32836.76,0.01
7627,30.00,46038.60,0.01
7643,6.00,9303.84,0.02
7837,19.00,33151.77,0.01
7840,25.00,43696.00,0.02
7942,23.00,42548.62,0.06
7943,2.00,3701.88,0.08
7965,20.00,37459.20,0.02
7981,24.00,45335.52,0.04
8021,24.00,22296.48,0.04
8026,4.00,3736.08,0.08
8044,13.00,12376.52,0.03
8104,1.00,1012.10,0.06
8129,1.00,1037.12,0.01
8151,22.00,23301.30,0.01
8192,7.00,7701.33,0.05
8215,14.00,15724.94,0.01
8233,28.00,31954.44,0.03
8303,28.00,33916.40,0.05
8307,2.00,2430.60,0.05
8308,6.00,7297.80,0.01
8364,26.00,33081.36,0.03
8380,6.00,7730.28,0.06
8392,1.00,1300.39,0.03
8421,8.00,10635.36,0.10
8473,24.00,33155.28,0.00
8474,13.00,17972.11,0.03
8554,14.00,20475.70,0.04
8563,23.00,33845.88,0.09
8627,5.00,7678.10,0.00
8632,1.00,1540.63,0.08
8640,19.00,29424.16,0.06
8727,9.00,14721.48,0.01
8751,12.00,19917.00,0.09
8757,10.00,16657.50,0.01
8885,21.00,37671.48,0.02
8896,21.00,37902.69,0.09
8909,9.00,16361.10,0.08
8973,1.00,1881.97,0.00
9004,7.00,6391.00,0.10
9007,18.00,16488.00,0.05
9020,15.00,13935.30,0.07
9071,13.00,12740.91,0.02
9075,22.00,21649.54,0.08
9096,25.00,25127.25,0.07
9152,25.00,26528.75,0.04
9215,29.00,32602.09,0.05
9292,10.00,12012.90,0.08
9325,28.00,34560.96,0.06
9360,11.00,13962.96,0.04
9368,28.00,35766.08,0.02
9386,3.00,3886.14,0.07
9406,7.00,9207.80,0.07
9443,13.00,17581.72,0.03
9475,2.00,2768.94,0.09
9499,3.00,4225.47,0.07
9506,26.00,36803.00,0.04
9536,14.00,20237.42,0.10
9660,20.00,31393.20,0.03
9670,7.00,11057.69,0.05
9696,10.00,16056.90,0.00
9712,12.00,19460.52,0.02
9718,3.00,4883.13,0.10
9733,3.00,4928.19,0.10
9758,29.00,48364.75,0.05
9814,20.00,34476.20,0.01
9842,22.00,38540.48,0.07
9847,5.00,8784.20,0.08
9906,30.00,54477.00,0.06
9950,16.00,29759.20,0.06
10198,7.00,7757.33,0.00
10233,17.00,19434.91,0.05
10235,7.00,8016.61,0.00
10236,8.00,9169.84,0.09
10283,16.00,19092.48,0.10
10307,4.00,4869.20,0.00
10378,8.00,10306.96,0.03
10466,19.00,26152.74,0.06
10568,25.00,36964.00,0.05
10603,2.00,3027.20,0.04
10694,10.00,16046.90,0.06
10825,25.00,43395.50,0.03
10844,8.00,14038.72,0.09
10874,1.00,1784.87,0.04
10887,24.00,43149.12,0.07
11000,30.00,27330.00,0.10
11072,9.00,8847.63,0.05
11144,24.00,25323.36,0.01
11164,29.00,31179.64,0.03
11219,3.00,3390.63,0.09
11283,25.00,29857.00,0.02
11338,6.00,7495.98,0.01
11441,10.00,13524.40,0.04
11493,20.00,28089.80,0.09
11510,21.00,29851.71,0.07
11526,29.00,41688.08,0.06
11645,28.00,43585.92,0.08
11656,13.00,20379.45,0.04
11659,18.00,28271.70,0.03
11662,6.00,9441.96,0.10
11671,13.00,20574.71,0.05
11779,13.00,21980.01,0.02
11806,28.00,48098.40,0.01
11816,30.00,51834.30,0.03
11880,17.00,30461.96,0.05
11960,29.00,54286.84,0.03
11989,12.00,22811.76,0.04
12003,14.00,12810.00,0.00
12080,26.00,25794.08,0.01
12192,1.00,1104.19,0.05
12320,8.00,9858.56,0.00
12392,12.00,15652.68,0.06
12394,14.00,18289.46,0.10
12426,16.00,21414.72,0.04
12471,21.00,29052.87,0.00
12495,9.00,12667.41,0.10
12507,15.00,21292.50,0.10
12554,13.00,19065.15,0.09
12576,17.00,25305.69,0.03
12576,25.00,37214.25,0.09
12589,21.00,31533.18,0.05
12613,21.00,32037.81,0.04
12645,4.00,6230.56,0.04
12697,22.00,35413.18,0.02
12720,18.00,29388.96,0.07
12758,6.00,10024.50,0.07
12767,13.00,21836.88,0.00
12802,24.00,41155.20,0.09
12833,17.00,29679.11,0.10
12885,20.00,35957.60,0.06
12911,26.00,47421.66,0.00
13062,15.00,14625.90,0.06
13198,3.00,3333.57,0.05
13238,9.00,10361.07,0.04
13254,2.00,2334.50,0.00
13361,25.00,31859.00,0.03
13366,18.00,23028.48,0.04
13395,20.00,26167.80,0.00
13478,2.00,2782.94,0.06
13490,21.00,29473.29,0.07
13584,9.00,13478.22,0.03
13744,30.00,49732.20,0.08
13746,2.00,3319.48,0.05
13784,26.00,44142.28,0.08
13789,14.00,23838.92,0.08
13795,3.00,5126.37,0.06
